image_name,style,color,pattern,material,estimated_pricing,gender,events,type_of_clothing,name,description
82016924_060_b.webp,casual,pink,solid,cotton,$80,female,casual,dress,Everyday Sleeveless Midi Dress,"A sleeveless pink cotton midi dress with a gathered waist and comfortable fit, perfect for casual day outings."
97515779_014_b.webp,casual,white,lace crochet,cotton,$120,female,"casual, beach, resort",long sleeve tunic,Sunlit Crochet Tunic,"A white crocheted cotton long sleeve tunic with a deep V-neck and scalloped hem, perfect for a stylish beach or casual summer outing."
4144953280004_001_b.webp,athleisure,black,solid with mesh panels,polyester,$70,female,"casual, workout",sports bra and leggings set,Mesh Panel Active Set,"A sleek black sports bra and high-waisted leggings set featuring breathable mesh panel inserts, perfect for workouts or casual athleisure wear."
4144529130101_066_b.webp,athleisure,pink,solid,polyester blend,$80,female,casual,sweatshirt,Cozy Cove Sweatshirt,"A cozy pink sweatshirt with a unique draped collar and drawstring hem, made from a soft polyester blend perfect for casual wear and light activity."
4149812760015_006_b.webp,casual,gray,solid,cotton,$50,female,casual,tank dress,Everyday Cotton Tank Dress,"A simple and comfortable sleeveless gray tank dress made of soft cotton fabric, designed for casual wear and easy layering."
4130089450070_010_b.webp,casual,white,solid,cotton,$60,female,casual,sleeveless dress,Summer Breeze Sleeveless Dress,"A white sleeveless casual dress with a slightly flared skirt and a button-down front, featuring a mandarin collar and a chest pocket."
4149812760027_001_b.webp,casual,black,solid,cotton blend,50,female,casual,dress,Sleek Ruched Cap Sleeve Dress,"A fitted black casual dress featuring cap sleeves and ruched detailing on the sides, made from a comfortable cotton blend fabric."
60288503_055_b.webp,athleisure,pink,solid,cotton blend,$60,female,casual,zip-up sweatshirt,Blush Zip-Up Sweatshirt,"A soft pink zip-up sweatshirt with a large collar and ribbed texture, designed for casual athleisure wear. It has a relaxed fit and cozy sleeves perfect for layering."
4149238220092_023_b.webp,casual,brown,solid,cotton,$50,female,casual,dress,Ribbed Midi Dress,"A brown ribbed cotton midi dress with a scoop neckline, mid sleeves, front cut-out details, and side slit. Comfortable and perfect for casual outings."
4149928370001_007_b.webp,athleisure,gray,solid with text print,cotton blend,$50,female,casual,sweatpants,Urban Comfort Sweatpants,"Light gray cotton blend sweatpants featuring a relaxed fit with elastic cuffs and pink text print on the upper thigh, designed for comfortable casual wear and athleisure styling."
82961814_045_b.webp,athleisure,white,solid,polyester,$70,female,casual,sports bra and bike shorts set with knitted cardigan,Luxe Active Duo with Cozy Knit,A stylish white athleisure set featuring a ruched V-neck sports bra and high-waisted bike shorts paired with a chunky knit zip-up cardigan for a comfortable yet chic casual look.
4144529130314_211_b.webp,athleisure,white,solid,cotton,$40,female,casual,long sleeve sweatshirt,Zip Side Casual Sweatshirt,"A comfortable white long sleeve sweatshirt featuring a side zipper detail, perfect for casual and athleisure wear."
4149522160096_041_b.webp,casual,blue,solid,cotton,$80,female,casual,jumpsuit,Navy V-Neck Cotton Jumpsuit,"A comfortable navy blue cotton jumpsuit with a V-neckline, wide short sleeves, and side pockets. Features a relaxed fit with ties at the ankles for adjustable styling."
4149090620201_066_b.webp,athleisure,pink,quilted,cotton,$50,female,casual,pullover sweatshirt,Cozy Quilted Pullover,"A cozy, quilted pink pullover sweatshirt with diagonal stitching and a relaxed fit, perfect for casual and athleisure wear."
4149346380108_037_b.webp,streetwear,brown,solid,cotton,$120,female,casual,dress,Urban Zip Dress,A casual brown sleeveless dress featuring a front zipper and a gathered hem for a trendy streetwear look.
81249898_001_b.webp,casual,black,solid,cotton,$70-$120,female,casual,dress,Zipper Halter Midi Dress,"A black halter midi dress featuring a front zipper closure, side pockets, and a cinched hem with drawstring detail, made from lightweight cotton fabric perfect for casual outings."
4144463400156_001_b.webp,athleisure,black,solid,cotton blend,$40,female,casual,tank dress,Urban Strappy Tank Dress,"A sleek black tank dress featuring double white straps for a sporty look, made from a comfortable cotton blend fabric perfect for casual outings or light activities."
31593484_fpx.tif.webp,business casual,pink,solid,cotton,45,female,"casual, business",blouse,Soft Pleated Pink Blouse,"A soft pink blouse featuring delicate pleated detailing on the back and slightly puffed 3/4 length sleeves with slit cuffs, made from comfortable cotton fabric perfect for business casual or everyday wear."
4130647160202_055_b.webp,casual,white,floral and abstract print,cotton,$80,female,"casual, daytime outings",shirt dress,Floral Patch Shirt Dress,"A short-sleeve shirt dress featuring a colorful floral and abstract patchwork print on a white background, made from lightweight cotton for comfortable casual wear."
4144928880207_006_b.webp,athleisure,gray,solid,cotton blend,$40,female,casual,tank romper,Casual Gray Tank Romper,"A sleeveless gray tank romper made from a soft cotton blend fabric featuring a drawstring waist and a relaxed fit, perfect for casual and comfortable wear."
4149522160111_053_b.webp,casual,gray,striped,cotton,$70,female,casual,maxi dress,Striped Ruched Maxi Dress,"A sleeveless gray striped maxi dress with ruched detailing on the sides and a side slit, perfect for casual summer outings."
4134647160004_001_a.webp,casual chic,black,solid,cotton,$70,female,"casual, semi-formal",romper,Elegant Waist-Smocked Romper,"A black cotton romper featuring short sleeves, a smocked waist for a flattering fit, and a subtle V-neckline perfect for casual or semi-formal occasions."
4149522160091_001_b.webp,casual,black,solid,cotton,$80,female,casual,sleeveless dress,Zip-Front Casual Dress,"A sleeveless black casual dress with a front zipper detail, designed to be comfortable and stylish for everyday wear."
4144021370054_001_b.webp,athleisure,black,solid,polyester,$40,female,casual,tank top and skirt,Black Active Crop Tank and Skirt Set,"A sleek black crop tank paired with a matching black skirt, made from breathable polyester, designed for comfortable athleisure wear."
31700472_fpx.tif.webp,casual,white,lace,cotton,$40,female,casual,sleeveless top,Lace Elegance Top,"A stylish white sleeveless lace top with intricate floral patterns, perfect for casual outings or summer days."
4144529130406_022_b.webp,casual,brown,"solid (top), geometric checkered (shorts)",knitted cotton,$70,female,"casual, daytime outings","knitted sleeveless top, knit shorts",Breezy Knit Set,"A stylish casual outfit featuring a brown knitted sleeveless top with an airy perforated design paired with high-waisted geometric checkered knit shorts in brown and white, perfect for relaxed, warm weather days."
4130260010006_068_c.webp,formal,black,floral,polyester blend,$120,female,"wedding, formal event, cocktail party",off-shoulder long dress,Midnight Rose Gown,"A floor-length, off-shoulder gown with long sleeves, featuring a striking floral print on a black base. The dress is form-fitting through the torso and flows elegantly to the hem, perfect for formal occasions."
4130646420031_046_b.webp,casual,green,abstract,cotton,$70,female,casual,dress,Emerald Breeze Dress,"A short-sleeved, V-neck casual dress with an abstract green and white pattern, featuring a fitted waistband and a flared skirt."
4149812760029_001_b.webp,casual,black,solid,cotton blend,$70,female,casual,strapless midi dress,Sleek Strapless Midi,"A fitted, strapless black midi dress made from a soft cotton blend fabric, perfect for casual day outings or relaxed evening events."
4149522160068_001_b.webp,streetwear,black,solid,cotton,$80,female,casual,jumpsuit,Urban Black Utility Jumpsuit,"A relaxed-fit black cotton jumpsuit with wide legs, sleeveless design, and side pocket detailing, perfect for casual streetwear looks."
4149812760013_006_b.webp,casual,gray,solid,cotton blend,$90,female,casual,sleeveless gathered dress,Urban Ruched Turtleneck Dress,"A fitted sleeveless turtleneck dress with ruched detailing along the sides, made from a soft cotton blend fabric, perfect for casual day outings."
4130260010006_059_c.webp,formal,black,floral,polyester,$150,female,"evening events, formal parties, weddings",off-shoulder long dress,Elegant Blossom Gown,"A floor-length, off-shoulder dress with long sleeves featuring an all-over floral print in shades of pink and red on a black background. Perfect for formal occasions and evening events."
4130972460036_001_b.webp,casual,black,subtle checkered,cotton,$60-$90,female,"casual, daytime outings",button-down dress,Midnight Breeze Dress,"A casual short-sleeve black button-down dress with a subtle checkered pattern, featuring ruffled sleeves and a ruffled collar for a feminine touch."
4149346380130_211_b.webp,casual,white,floral,cotton blend,$80,female,"casual, daytime outing, spring/summer events",dress,Floral Harmony Dress,"A sleeveless white top with a zip-up neckline paired with a high-waisted, pleated floral skirt featuring soft, warm colors. Perfect for casual and daytime wear during spring and summer."
4149238220088_023_b.webp,casual,brown,ribbed,knitted cotton blend,$70,female,casual,knitted tank dress,Ribbed Knit Tank Dress,"A fitted, brown ribbed knit tank dress with wide straps and a sweetheart neckline, perfect for casual daywear."
62792536_064_b.webp,athleisure,red,solid,cotton,$20,female,casual,crop top,Vibrant Red Crop Tank,"A bright red, solid-colored cotton crop tank top with thin straps, perfect for casual and athleisure wear."
82959479_053_b.webp,athleisure,blue,solid,polyester,$70,female,casual,tennis dress,Skyline Tennis Dress,"A sleek blue tennis dress made of breathable polyester with a cutout detail at the waist, designed for optimal movement and style on the court."
4144529130171_012_b.webp,athleisure,white,solid,cotton blend,$80,female,casual,sweatshirt,Cozy Drawstring Sweatshirt,"A relaxed-fit white sweatshirt featuring a high neck and adjustable drawstring waist, made from a soft cotton blend for ultimate comfort and casual style."
4149238220085_030_b.webp,casual,white,striped,cotton,$50-$70,female,casual,dress,Striped Midi T-Shirt Dress,"A comfortable and casual mid-length dress with short sleeves and green horizontal stripes on a white cotton fabric, perfect for everyday wear."
69117570_092_b.webp,athleisure,white,solid,fleece,$60,female,casual,half-zip pullover,Cozy Zip-Up Fleece,"A soft, white fleece half-zip pullover with a relaxed fit and ribbed hem and cuffs, perfect for casual wear and layering on cooler days."
4144529130398_018_b.webp,casual,black,solid,knitted cotton blend,$120,female,"casual, daytime outings",sleeveless midi dress,Coastal Breeze Knit Dress,"A sleeveless black midi dress featuring white scalloped trim along the neckline, armholes, and side slit, made from a comfortable knitted cotton blend perfect for casual daytime wear."
4144529130219_437_b.webp,athleisure,black,solid,cotton,$60,female,casual,half-zip sweatshirt,Urban Cozy Half-Zip,"A comfortable black half-zip sweatshirt with a relaxed fit, designed for casual and athleisure wear. Made from soft cotton fabric, it features ribbed cuffs and a sleek zipper accent."
4149021370011_211_b.webp,casual,white,striped,knit cotton,$70,female,casual,tank top and jogger pants set,Cozy Knit Lounge Set,"A comfortable and stylish knit cotton tank top paired with matching jogger pants featuring subtle vertical stripes and pastel trim accents, perfect for relaxed casual wear."
4144953280014_021_b.webp,athleisure,brown,solid,cotton blend,$120,female,"casual, dance practice",jumpsuit with cropped jacket,Elegance Dance Jumpsuit,"A fitted brown jumpsuit made of a soft cotton blend featuring a cutout front and halter neckline, paired with a matching cropped jacket. Perfect for dance practice or casual stylish wear."
4149238220087_009_b.webp,casual,black,abstract swirl,cotton,$50-$70,female,casual,strapless top and midi skirt,Swirl Elegance Two-Piece,"A chic two-piece outfit featuring a sleek black strapless top paired with a vibrant midi skirt adorned with an abstract red swirl pattern, perfect for casual outings or relaxed social events."
4130089450066_049_b.webp,casual,black,gingham check,cotton,$70,female,casual,dress,Gingham Smocked Waist Dress,"A casual black and white gingham check dress featuring a smocked waist, short flutter sleeves, a modest neckline with a slight v-cut, and a flared skirt hem, perfect for daytime outings or casual gatherings."
4144529130363_001_b.webp,athleisure,black,color block,cotton blend,$60,female,casual,crop top,Monochrome Strappy Crop,A sleek black and white color block crop top with thin straps designed for comfortable casual wear.
4144529130158_001_b.webp,athleisure,black,solid,cotton blend,$70,female,casual,jacket,Essential Lightweight Jacket,"A versatile black lightweight jacket with snap buttons, perfect for layering over casual athleisure outfits."
4149346380065_055_b.webp,athleisure,pink,solid,nylon,$60,female,casual,pants,Light Pink Nylon Jogger Pants,Loose-fitting light pink nylon jogger pants with an elastic waistband and adjustable ties at the cuffs for a customizable fit.
31516209_fpx.tif.webp,casual,black,floral,lace and chiffon,$40-$70,female,"casual, summer outings, parties",camisole top,Floral Lace Sheer Camisole,"A delicate black camisole with floral print and sheer lace detailing at the hem, featuring adjustable thin straps and a flattering V-neckline."
4130647160262_266_b14.webp,casual,multicolor,abstract,polyester,$80,female,"casual, summer party",halter dress,Vivid Wave Halter Dress,"A colorful halter neck dress with an abstract wave pattern, perfect for casual outings or summer parties. Made from lightweight polyester for comfort and breathability."
4130647160153_012_b.webp,casual,white,floral,cotton,$120,female,"casual, garden party, daytime outing",dress,Floral Midi Shirt Dress,"A comfortable and stylish floral midi dress with a collared neckline, 3/4 length sleeves, and a loose fit perfect for casual occasions."
4130647160085_010_b14.webp,casual,white,floral and geometric print,cotton,$60,female,"casual, daytime outings",sleeveless dress,Sunlit Garden Dress,"A sleeveless white cotton mini dress featuring colorful floral and geometric prints, perfect for casual daytime wear in warm weather."
4145264840012_030_b.webp,casual,white,abstract colorful print,cotton,$150,female,"casual, beach, vacation",maxi dress,Breezy Abstract Maxi,"A lightweight, cotton maxi dress featuring an abstract colorful print with green, blue, and red accents. It has a loose, flowy silhouette with a deep V-neckline and gathered sleeves, perfect for casual or beach outings."
4130647160152_032_b.webp,casual,green,striped,cotton,$80,female,casual,shirt dress,Green Striped Cotton Shirt Dress,"A casual green and white striped cotton shirt dress featuring a relaxed fit, long sleeves with rolled cuffs, front buttons, and a chest pocket, styled with a tied jacket around the waist and paired with sneakers."
4149238220081_098_b.webp,casual,green,solid,cotton,$50,female,casual,dress,Olive Square Neck Dress,"A casual olive green knee-length dress featuring a square neckline and elbow-length sleeves, made from comfortable cotton fabric."
4130972460040_001_b.webp,casual,black,solid,cotton,$60,female,casual,dress,Black Zip-Front Mini Dress,A sleeveless black mini dress with a deep V-neck and a front zipper closure. Features a smocked waistband for a flattering fit and a slightly flared skirt for easy movement.
26775453_fpx.tif.webp,business casual,black,solid with lace sleeves,polyester blend with lace,$40-$70,female,"casual, business casual",short sleeve top,Lace Puff Sleeve Top,"A sleek black short sleeve top featuring delicate lace puff sleeves, perfect for adding a feminine touch to business casual or everyday wear."
68837699_001_b.webp,casual,black,solid,cotton,$40,female,casual,sleeveless dress,Ruffled Edge Summer Dress,"A casual black sleeveless dress featuring ruffled detailing on the shoulders and hem, perfect for warm weather and relaxed outings."
31393068_fpx.tif.webp,business casual,pink,solid,cotton,$40-$60,female,"casual, business",collared shirt,Classic Pink Button-Up,"A soft pink cotton collared shirt with a button-up front, designed for a polished yet relaxed look suitable for casual and business settings."
4149346380068_018_b.webp,casual,black,solid,cotton,$40,female,casual,pants,Relaxed Drawstring Pants,"Comfortable black loose-fitting pants with an elastic waistband and ankle cuffs, perfect for casual outings."
4144529130315_011_b.webp,athleisure,white,solid,sherpa fleece,$100-$150,female,casual,zip-up jacket,Cozy Sherpa Zip Jacket,"A white sherpa fleece zip-up jacket featuring a high collar, zip pocket on the chest, and ribbed cuffs, perfect for casual and athleisure wear during cooler weather."
83543363_011_b.webp,athleisure,white,solid,cotton blend,$80,female,casual,zip-up jacket,Coastal Breeze Zip-Up,"A lightweight white zip-up jacket with a relaxed fit, perfect for layering during casual outdoor activities."
4149238220089_001_b.webp,casual,black,solid,cotton,$60-$90,female,casual,dress,Urban Scoop Midi Dress,"A sleek black midi dress featuring a scoop neckline and short sleeves, perfect for everyday casual wear. Made from comfortable cotton fabric that drapes effortlessly."
4149090620243_049_b.webp,casual,blue,striped,cotton,$50,female,casual,shorts and short-sleeve shirt set,Breezy Stripe Set,"A light blue and white striped cotton set consisting of loose shorts with a drawstring waist and a matching short-sleeve button-up shirt with white collar and cuffs. Perfect for casual, relaxed summer days."
4130370060228_270_b.webp,casual,yellow,floral,cotton,$80,female,casual,dress,Sunlit Floral Dress,"A breezy, yellow cotton dress with white floral prints, featuring a relaxed fit and gathered waist for a comfortable and stylish casual look."
78591500_062_c.webp,athleisure,pink,solid,polyester/spandex blend,$60,female,"casual, workout, leisure",tank top and leggings set,Vibrant Pink Active Set,"A form-fitting, solid pink activewear set comprising a square-neck tank top and high-waisted leggings, made from a stretchy polyester/spandex blend ideal for workouts or casual wear."
4149021370010_211_b.webp,loungewear,white,striped knit,cotton blend,$120,female,casual,"knit crop top, knit pants, knit cardigan",Cozy Stripe Knit Set,"A soft, cream knit set featuring a crop tank top, drawstring pants, and an oversized cardigan. The pieces have pastel striped edges in pink, blue, and tan, combining comfort with subtle pops of color ideal for relaxed, at-home or casual outings."
app001prod5.webp,casual,blue,solid,cotton,$30,unisex,casual,shorts,Relaxed Fit Blue Cotton Shorts,"Comfortable blue cotton shorts with an elastic waistband for a relaxed casual look, perfect for everyday wear."
2de28fbb06ba6cd5840adfee955f55361e2735d4_lg-1.jpg,business casual,purple,solid,linen,$120,female,"casual, business",collared shirt,Elegant Relaxed Linen Shirt,"A relaxed fit, button-down collared shirt made from breathable linen fabric, featuring a deep purple hue and a single chest pocket, perfect for a comfortable yet polished business casual look."
0e3a17ff4d4b32fe2c804f179185b89a4cbf7f72_lg-1.jpg,casual,blue,solid,cotton,$50,female,casual,maxi dress,Navy Breezy Maxi Dress,"A simple, sleeveless navy maxi dress with thin straps and a relaxed fit, perfect for casual summer days."
6a0178f242ef6c643bd6b517c6c41daf1c9d8748_lg-1.jpg,business casual,beige,solid,cotton blend,$150,female,"casual, business",jacket,Modern Minimalist Buttoned Jacket,"A beige oversized double-breasted jacket with a modern minimalist design. It features large buttons and a relaxed fit, perfect for casual or business casual settings."
d1e4c6ee838fad77dd5bf4e368ede7b04307a02d_lg-1.jpg,casual,blue,striped,linen,50,female,casual,collared shirt,Skyline Linen Striped Shirt,"A relaxed fit, light blue linen shirt with white vertical stripes, featuring a classic collar and short sleeves, perfect for casual outings."
834754_019670.webp,formal,green,solid,polyester,120,female,"formal, cocktail, evening",dress,Emerald Wrap Midi Dress,"A sleek and elegant sleeveless wrap midi dress in a deep green shade, featuring a V-neckline and a self-tie waist belt for a flattering silhouette."
23ab0e50b5914b66ca894dc2e96a9ca671262327_lg-1.jpg,business casual,red,solid,linen,$90,female,"casual, business",shirt,Rustic Linen V-Neck Shirt,"A loose-fitting, deep V-neck rust-colored shirt made from breathable linen fabric, perfect for both casual outings and relaxed business settings."
843106_019659.webp,casual,beige,solid,cotton,$40,female,casual,knit sweater,Cozy Beige Knit Sweater,"A relaxed fit beige knit sweater with mid-length sleeves and a slight boat neckline, perfect for everyday casual wear."
850593_1352.webp,casual,blue,solid,cotton,$60,female,casual,blouse,Skyline Blue Puff Sleeve Blouse,"A light blue casual blouse featuring a V-neckline, puff sleeves, and a relaxed fit, perfect for everyday wear."
1326cd86b62ae0b18eaa8c8847bed6cb5336dd7d_lg-1.jpg,casual,brown,solid,linen,$60,female,casual,collared shirt,Relaxed Fit Linen Shirt,"A relaxed fit collared linen shirt in a muted brown tone featuring long sleeves with a button front closure, perfect for a casual, effortless look."
631ed1ef12519f8b91711716bc4cb7361ce027a2_lg-1.jpg,casual,white,solid,cotton,40,female,casual,tank top,Scalloped Edge Cotton Tank,"A simple and elegant white cotton tank top with delicate scalloped lace detailing along the hem and thin double shoulder straps, perfect for casual summer wear."
app001prod.webp,casual,brown,solid,cotton,$120,unisex,casual,jacket,Modern Utility Jacket,"A minimalist, solid brown cotton jacket featuring a classic collar and two large front flap pockets, perfect for casual everyday wear."
df0249d9a677b603206ce21e9c34d964c0c3f52e_lg-1.jpg,casual,black,geometric,silk,$150,female,casual,blouse and shorts set,Geo Chic Lounge Set,"A relaxed fit blouse and matching shorts set featuring a black and white geometric pattern with dark borders, made from smooth silk fabric for comfortable wear."
09afac9d7b9a23b2e925998d20434d401be1cb14_lg-1.jpg,casual,white,solid,cotton,120,female,casual,dress,Linen White Midi Dress,"A relaxed-fit midi dress in white cotton with subtle vertical pleats, a Mandarin collar, and three-quarter sleeves, perfect for casual day outings."
856692_018895.webp,casual,white,striped,cotton,$30,female,casual,tank top,Striped Ribbed Tank,"A white ribbed tank top featuring horizontal reddish-brown stripes, perfect for a relaxed casual look during warm weather."
831343_019659.webp,business casual,brown,solid,cotton,$60,female,"casual, business",sleeveless top and shorts,Buttoned Ribbed Tank and Tailored Shorts Set,"A beige sleeveless ribbed tank top with a row of buttons down the front paired with high-waisted brown tailored shorts featuring a belt, perfect for business casual or stylish everyday wear."
d36dbbe38219cd9db024d25c9da2cbe059f15e55_lg-1.jpg,casual,brown,solid,cotton,70,female,casual,collared shirt,Relaxed Collar Pullover,"An oversized, brown cotton collared shirt with a button-up neckline, designed for a relaxed, casual look."
app001prod4.webp,casual,blue,striped,cotton,$40,unisex,casual,T-shirt,Blue Striped Classic Tee,"A comfortable and casual blue and white striped T-shirt made from soft cotton. Features a crew neck and short sleeves, perfect for everyday wear."
4ff5aceef27c7661cad13bd8288cf1b020a88fee_lg-1.jpg,business casual,brown,solid,cotton,$120,female,"casual, business",coat,Classic Beige Trench Coat,"A timeless beige trench coat with a relaxed fit and wide lapels, perfect for layering in transitional weather. It features convenient pockets and an understated design for versatile wear."
b75850abc502ace41ca0e624f2ab0719c42c5b61_lg-1.jpg,business casual,blue,solid,linen,$70,female,"casual, business",collared shirt,Classic Light Blue Linen Shirt,"A classic light blue linen collared shirt with a relaxed fit, perfect for layering over casual or business attire."
857322_1352.webp,casual,blue,solid,cotton,$50,female,casual,dress,Skyline Slip Dress,"A light blue casual slip dress with thin straps and a flowy skirt, perfect for warm weather outings."
app001prod7.webp,business casual,black,solid,cotton blend,$100,unisex,"business, casual",pants,COS Wide Leg Cotton Trousers,"A pair of black, wide-leg cotton blend trousers with a clean, minimalist design featuring belt loops and front patch pockets, suitable for business casual and everyday wear."
850932_9829.webp,business casual,blue,solid,polyester,$60-$100,female,"business, casual, semi-formal events",dress,Teal Belted Fit and Flare Dress,"A sleek, teal blue fit and flare dress with a modest boat neckline, short sleeves, and a matching belt at the waist, perfect for business casual or semi-formal occasions."
89b3f7b9b74a8296752473d118872ba4da98e8a1_lg-1.jpg,casual,red,solid,cotton,$60,female,casual,dress,Urban Minimalist Red Dress,"A simple and comfortable cotton dress in a vibrant red color with short sleeves, midi length, and a small attached belt bag for convenience."
71efc5611019e2b8de5861cd878df36871125cee_lg-1.jpg,casual,red,solid,cotton,$20,female,casual,tank top,Classic Ribbed Tank,"A fitted ribbed tank top with a round neckline, perfect for casual everyday wear."
925494a273ee2f1eb06909d18dea59fa9b66910f_lg-1.jpg,casual,white,solid,cotton,$50-$80,female,casual,knit vest,Ivory Ribbed Knit Vest,"A sleeveless, V-neck ribbed knit vest in ivory with button closures, designed for a casual and chic look."
839601_1664.webp,business casual,green,solid,cotton blend,$60,female,"casual, business casual",bermuda shorts,Emerald Classic Bermuda Shorts,"Tailored green bermuda shorts made from a comfortable cotton blend, designed for a polished yet relaxed business casual look."
857243_9487.webp,business casual,cream,floral,polyester,$45,female,"business, casual",long sleeve blouse,Elegant Floral Ruffle Blouse,"A cream-colored blouse with a black floral pattern, featuring ruffles along the front and a round neckline. The long sleeves end with smocked cuffs for a refined look."
d8502e1c36ab5ad9f61331dbaca25bea9b7ef8e3_lg-1.jpg,casual,red,striped,cotton,40,female,casual,striped shirt,Classic Breton Stripe Top,"A casual long-sleeve striped shirt with red stripes on a white background, made from comfortable cotton fabric. Features a relaxed fit and round neckline."
504680ed1488ed0eff8f17005b72bc3dc9c868f1_lg-1.jpg,casual,white,striped,cotton,$50,female,casual,collared shirt,Striped Linen Blend Shirt,"A relaxed fit striped collared shirt with button closure and single chest pocket, made from a comfortable cotton blend fabric."
710ad10829a7c40b19630f600bd08afd302263ca_lg-1.jpg,business casual,green,striped,cotton,$70-$100,female,"business, casual",collared shirt,Emerald Stripe Shirt,"A relaxed-fit, green cotton collared shirt with white vertical stripes, perfect for a polished yet casual look."
831346_520174.webp,casual,brown,floral,cotton,$70,female,casual,dress,Earthy Floral Wrap Dress,"A brown floral printed casual wrap dress with 3/4 length sleeves, perfect for day outings and casual gatherings."
app001prod3.webp,athleisure,gray,solid,polyester,$30,unisex,casual,shorts,ComfortFit Drawstring Shorts,"Lightweight gray drawstring shorts with an elastic waistband, designed for casual comfort and activewear."
8aa8c6a08fef96691a02120d382f6873ac831614_lg-1.jpg,business casual,green,solid,linen,$70,female,"casual, business",collared shirt,Olive Breeze Linen Shirt,"A comfortable and breathable olive green linen collared shirt with a relaxed fit, perfect for casual or business casual occasions."
826634_2222.webp,casual,black,solid,silk,$120,female,"casual, semi-formal",dress,Elegant Gathered Waist Midi Dress,"A sleeveless black midi dress with a gathered neckline and waist, offering a flowy and comfortable fit perfect for casual or semi-formal occasions."
93729596a4eb0944a2ed002ae531d0529fb23e6a_lg-1.jpg,casual,white,geometric,cotton,$80,female,casual,matching set,Harmony Geometric Set,"A relaxed-fit matching set featuring a geometric patterned jacket and shorts with olive green striped trim, made from breathable cotton for a comfortable casual look."
846366_1025.webp,business casual,green,solid,cotton blend,$120,female,"business, casual",sleeveless dress,Emerald Belted Sheath Dress,"A sleeveless fitted green sheath dress with a matching belt and pocket flaps, perfect for business casual settings or stylish daytime events."
ab80d26d3be532e559d87254c758f907161e1c0e_lg-1.jpg,casual,white,solid,cotton,$40-$70,female,"casual, everyday wear",button-up shirt,Classic Sheer Cotton Shirt,"A lightweight, sheer white cotton button-up shirt with a relaxed fit and rolled-up sleeves, perfect for casual and comfortable everyday wear."
856713_3277.webp,formal,brown,solid,knitted fabric (likely a blend of polyester and metallic fibers),$120,female,"evening events, cocktail parties, formal dinners",sleeveless knitted dress,Golden Elegance Knit Dress,"A form-fitting sleeveless midi dress with a scoop neckline, featuring a shimmering metallic knit fabric that adds a touch of glamour perfect for formal occasions."
4a5e45c45f1bd6799d0b2379d49e95a451941221_lg-1.jpg,business casual,white,striped,linen,$120,female,"casual, business",dress,Striped Linen Wrap Dress,"A long-sleeved, ankle-length wrap dress with a subtle vertical striped pattern in black on a white linen fabric, featuring a collared neckline and cuffed sleeves. Perfect for both casual outings and business casual settings."
5adea9d47050194771091c7168c3d15bfae37d93_lg-1.jpg,casual,red,gingham check,cotton,$40-$60,female,casual,sleeveless top,Gingham Smocked Peplum Top,"A sleeveless peplum top featuring a red and white gingham check pattern with smocked detailing at the waist, perfect for casual outings."
d5facacf49cc96d74a8fb6abaea9b3f657f28653_lg-1.jpg,casual,black,solid,cotton,$80-$120,female,casual,dress,Elegant Casual Midi Dress,"A black midi dress with a fitted bodice and gathered waist, cap sleeves, and a simple round neckline, perfect for casual outings."
afe1f5a04ad2cdb1220e77dd8450c7a66715b2cd_lg-1.jpg,casual,blue,solid,cotton,$40,female,casual,shirt,Light Blue Casual Cotton Shirt,"A light blue, semi-sheer cotton shirt with a relaxed fit and rolled-up sleeves, perfect for casual wear."
850964_019549.webp,formal,brown,solid,polyester,$70,female,formal,one-shoulder top,Elegant Off-Shoulder Blouse,"A one-shoulder fitted blouse in a shiny brown fabric that provides a sophisticated and elegant look, perfect for formal occasions."
851d838cabe8a964b33acc27467c0f3673255bf6_lg-1.jpg,casual,pink,solid,cotton,$60,female,casual,shirt,Blush Balloon Sleeve Shirt,"A soft pink cotton shirt featuring balloon sleeves with elastic cuffs, a relaxed fit, and a split neckline, perfect for casual wear."
846441_523595.webp,business casual,blue,abstract floral,cotton blend,$50,female,"casual, office",blouse,Serene Breeze Blouse,"A light blue and white abstract floral blouse with short sleeves and delicate lace details, perfect for a polished yet comfortable office look."
1cc4a4efaef47d3240b0d328dc08feabaad8b7f3_lg-1.jpg,business casual,white,solid,linen,$70,female,"casual, business",wrap vest,Linen Wrap Sleeveless Vest,"A sleeveless, wrap-style linen vest in natural white with a tie belt at the waist, perfect for layering in business casual and relaxed settings."
852788_2222.webp,casual,black,solid,polyester,$50,female,"casual, evening outings",off-shoulder top,Elegant Off-Shoulder Blouse,"A sleek black off-shoulder blouse with gathered elastic neckline and voluminous long sleeves with elastic cuffs, perfect for casual and semi-formal occasions."
96e2fd0c67edc994811232bc27dc527f3791d3c1_lg-1.jpg,casual,white,striped,cotton,$70,female,casual,hooded top and shorts set,Striped Hooded Lounge Set,"A comfortable and stylish matching two-piece set featuring a hooded short-sleeve top with deep V-neck and relaxed striped shorts, perfect for casual lounging or beach outings."
850813_019665.webp,casual,green,embroidered floral,cotton,$40-$60,female,"casual, daytime outings",blouse,Olive Embroidered Puff Sleeve Blouse,"A stylish olive-green blouse featuring puff sleeves and delicate embroidered floral patterns, made from breathable cotton fabric. Perfect for casual daytime events or outings."
