image_name,style,color,pattern,material,estimated_pricing,gender,events,type_of_clothing,name,description
60288503_055_b.webp,athleisure,pink,solid,cotton blend,$100 ,female,casual,sweatshirt,Zip-Detail Off-Shoulder Sweatshirt,"A soft pink cotton blend sweatshirt featuring an off-shoulder design with a half zip and ribbed cuffs, perfect for comfortable casual wear."
4149238220092_023_b.webp,casual,brown,solid,cotton,$100 ,female,casual,dress,Elegant Ribbed Midi Dress,"A casual ribbed midi dress in a warm brown shade with a scoop neckline, half sleeves, keyhole cutout details, and a side slit for comfort and style."
4149928370001_007_b.webp,athleisure,gray,solid with text,cotton,$70 ,female,casual,pants,Free City Joggers,"Comfortable gray cotton joggers featuring a relaxed fit with pink text on one leg, perfect for casual and athleisure wear."
82961814_045_b.webp,athleisure,white,solid,polyester,$100 ,female,casual,sports bra and shorts set,Pure Motion Athletic Set,"A sleek and comfortable white sports bra and high-waisted shorts set made from breathable polyester fabric, ideal for casual and active wear."
4144529130314_211_b.webp,athleisure,white,solid,cotton,$100 ,female,casual,sweatshirt,Everyday Comfort Sweatshirt,"A relaxed fit, long sleeve white cotton sweatshirt with side zipper detailing for added style and comfort."
4149522160096_041_b.webp,casual,blue,solid,cotton,$150 ,female,casual,jumpsuit,Navy Comfort Jumpsuit,"A relaxed-fit navy blue jumpsuit made from soft cotton, featuring wide sleeves, a V-neckline, and side pockets for practical style."
4149090620201_066_b.webp,athleisure,pink,quilted,cotton,$100 ,female,casual,sweatshirt,Quilted Cozy Pullover,"A comfortable quilted pink pullover sweatshirt with button detail and ribbed cuffs, perfect for casual, relaxed wear."
4149346380108_037_b.webp,casual,brown,solid,cotton,$150 ,female,casual,dress,Utility Zip Dress,"A casual brown sleeveless dress featuring a front zipper and a slightly gathered hem, made from comfortable cotton fabric."
81249898_001_b.webp,casual,black,solid,cotton,$100 ,female,casual,dress,Zip-Front Halter Dress,"A black halter dress with a front zipper, featuring pockets and a drawstring hem for adjustable fit and a relaxed silhouette."
4144463400156_001_b.webp,athleisure,black,solid,polyester,$100 ,female,casual,dress,Athletic Strappy Dress,"A sleek black athleisure dress with double white straps, made from breathable polyester, perfect for casual outings and sports activities."
31593484_fpx.tif.webp,business casual,pink,solid,cotton,$70 ,female,casual,blouse,Pleated Back Pink Blouse,"A soft pink cotton blouse with pleated detailing on the back and puffed 3/4 sleeves with buttoned cuffs, perfect for a casual yet polished look."
4130647160202_055_b.webp,casual,white,floral,cotton,$100 ,female,casual,dress,Floral Patchwork Shirt Dress,"A short-sleeve A-line dress featuring a colorful floral patchwork print on a white cotton fabric, perfect for a casual day out."
4144928880207_006_b.webp,athleisure,gray,solid,cotton,$50 ,female,casual,romper,Casual Gray Cotton Romper,"A comfortable and casual gray cotton romper with a sleeveless design, elastic waistband with drawstring, and shorts bottom perfect for everyday wear."
4149522160111_053_b.webp,casual,gray,striped,cotton,$100 ,female,casual,dress,Striped Ruched Maxi Dress,"A sleeveless striped maxi dress with ruched detailing on the side and a slit for added comfort and style. Made from soft cotton material, perfect for casual wear."
4134647160004_001_a.webp,casual,black,solid,cotton,$80 ,female,casual,dress,Smocked Waist Mini Dress,"A black casual mini dress featuring short sleeves, a smocked waist, and a relaxed fit, perfect for everyday wear."
4149522160091_001_b.webp,casual,black,solid,cotton,$100 ,female,casual,dress,Zip Front Casual Dress,"A sleeveless black dress featuring a front zipper closure and a relaxed, flowy silhouette, perfect for casual outings."
4144021370054_001_b.webp,athleisure,black,solid,polyester,$100 ,female,casual,top and skirt,Sleek Active Crop Top and Skirt Set,"A fitted black crop top paired with a matching black skirt, made from lightweight and breathable polyester fabric, perfect for casual or sporty occasions."
31700472_fpx.tif.webp,casual,white,lace,cotton,$70 ,female,casual,top,Lace Summer Top,"A sleeveless white lace cotton top with a delicate floral pattern, perfect for casual summer outings."
4144529130406_022_b.webp,casual,brown,solid,knit cotton,$100 ,female,casual,sleeveless top,Brown Knit Sleeveless Sweater,"A sleeveless knit cotton sweater in a solid brown shade with a breathable open-knit pattern, perfect for casual wear."
4130260010006_068_c.webp,formal,black,floral,polyester,$150 ,female,wedding,dress,Elegant Blossom Off-Shoulder Gown,"A long, off-shoulder black gown adorned with red and pink floral patterns, made from a smooth polyester fabric, perfect for formal events like weddings."
4130646420031_046_b.webp,casual,green,abstract,cotton,$100 ,female,casual,dress,Emerald Flow Dress,"A casual short-sleeve dress featuring an abstract green and white pattern with a gathered waist and a relaxed fit, perfect for everyday wear."
4149812760029_001_b.webp,casual,black,solid,cotton,$100 ,female,casual,dress,sleek strapless midi dress,"A fitted, strapless black midi dress made from soft cotton fabric, perfect for casual outings or relaxed social events."
4149522160068_001_b.webp,streetwear,black,solid,denim,$100 ,female,casual,jumpsuit,Urban Edge Denim Jumpsuit,"A black wide-leg denim jumpsuit with sleeveless cut, side pockets, and raw hems, ideal for casual street style."
4149812760013_006_b.webp,casual,brown,solid,cotton,$100 ,female,casual,dress,Ruched Turtleneck Dress,"A fitted brown ruched dress with a high turtleneck collar made from soft cotton fabric, perfect for casual outings."
4130260010006_059_c.webp,formal,black,floral,polyester,$200 ,female,wedding,dress,Elegant Floral Off-Shoulder Gown,"A long, fitted off-shoulder gown with long sleeves featuring a bold floral pattern on a black base, perfect for formal events such as weddings."
4130972460036_001_b.webp,casual,black,striped,cotton,$100 ,female,casual,dress,Ruffled Collar Shirt Dress,"A black casual shirt dress featuring a subtle striped pattern, short puffed sleeves with ruffle details, button-down front, and a ruffled collar, perfect for relaxed everyday wear."
4149346380130_211_b.webp,casual,white,floral,cotton,$100 ,female,casual,dress,Floral Summer Dress,"Sleeveless white dress with a floral patterned skirt featuring a zippered front and a comfortable fit, perfect for casual summer outings."
4149238220088_023_b.webp,casual,brown,ribbed,cotton blend,$150 ,female,casual,dress,Everyday Ribbed Knit Dress,"A sleeveless, ribbed knit midi dress in a warm brown tone, featuring a fitted silhouette and scoop neckline, perfect for casual daywear."
62792536_064_b.webp,athleisure,red,solid,cotton,$50 ,female,casual,tank top,Crimson Stretch Tank,"A fitted red cotton tank top with thin straps, designed for comfortable casual and athletic wear."
82959479_053_b.webp,athleisure,blue,solid,polyester,$100 ,female,casual,dress,Skyline Sport Dress,"A sleek, light blue athleisure dress featuring a scoop neckline and a cut-out waist detail, perfect for active and casual wear."
4144529130171_012_b.webp,athleisure,white,solid,cotton,$100 ,female,casual,sweatshirt,Cozy Drawstring Sweatshirt,"A comfortable white cotton sweatshirt with a relaxed fit, high collar, and adjustable drawstring waist for a customizable silhouette."
4149238220085_030_b.webp,casual,white,striped,cotton,$70 ,female,casual,dress,Striped Midi T-Shirt Dress,"A casual white midi dress with green horizontal stripes, made from soft cotton fabric featuring short sleeves and a comfortable fit for everyday wear."
69117570_092_b.webp,athleisure,gray,solid,fleece,$100 ,female,casual,sweatshirt,Cozy Half-Zip Fleece,"A soft and warm gray fleece half-zip sweatshirt with ribbed cuffs and hem, perfect for casual or athleisure wear."
4144529130398_018_b.webp,casual,black,solid,knitted cotton,$150 ,female,casual,dress,Side-Slit Knit Midi Dress,"A sleeveless black knitted cotton midi dress with white trim detailing along the neckline, armholes, and side slit, perfect for casual outings near waterfronts."
4144529130219_437_b.webp,athleisure,black,solid,cotton,$100 ,female,casual,sweatshirt,Half-Zip Pullover Sweatshirt,"A relaxed fit black half-zip pullover sweatshirt made from soft cotton fabric, perfect for casual and comfortable everyday wear."
4149021370011_211_b.webp,casual,white,striped,knitted cotton,$100 ,female,casual,two-piece set,Cozy Knit Tank and Joggers Set,"A comfortable and stylish knitted two-piece set featuring a sleeveless crop tank and matching jogger pants with pastel striped accents, perfect for casual wear."
4144953280014_021_b.webp,athleisure,brown,solid,cotton blend,$150 ,female,casual,jumpsuit,Elegant Dance Jumpsuit,"A sleek brown cotton blend jumpsuit with cut-out detailing at the midriff and chest, designed for comfortable yet stylish movement."
4149238220087_009_b.webp,casual,black,abstract swirl,cotton,$70 ,female,casual,dress,Swirl Pattern Strapless Dress,"A strapless black dress featuring an abstract orange swirl pattern on the skirt. Made from comfortable cotton material, perfect for casual outings."
4130089450066_049_b.webp,casual,white,striped,cotton,$100 ,female,casual,dress,Striped Smocked Waist Dress,"A casual white cotton dress with black vertical stripes and smocked waist detail, featuring short flutter sleeves and a flared hem, perfect for a relaxed day out."
4144529130363_001_b.webp,athleisure,black,color block,cotton blend,$100 ,female,casual,top,Sporty Strappy Crop Top,"A black and white color block strappy crop top made from a soft cotton blend material, perfect for casual and athletic wear."
4144529130158_001_b.webp,athleisure,black,solid,cotton blend,$100 ,female,casual,jacket,ChillEase Black Jacket,"A sleek black cotton-blend jacket featuring snap buttons and a relaxed fit, perfect for comfortable casual wear or layering in athleisure outfits."
4149346380065_055_b.webp,athleisure,pink,solid,nylon,$100 ,female,casual,pants,Pink Cargo Track Pants,"Lightweight pink cargo-style track pants with adjustable ties at the sides and ankles, designed for comfortable casual wear."
31516209_fpx.tif.webp,casual,black,floral,polyester,$50 ,female,casual,top,Floral Lace Trim Cami,"A black floral cami top with lace detailing and adjustable straps, perfect for casual summer outings."
4130647160262_266_b14.webp,casual,blue,abstract,polyester,$100 ,female,casual,dress,Abstract Halter Dress,"A sleeveless halter dress featuring an abstract multicolor pattern with shades of blue, purple, pink, and brown, made from lightweight polyester fabric, suitable for casual outings."
4130647160153_012_b.webp,casual,white,floral,cotton,$150 ,female,casual,dress,Floral Midi Dress,"A lightweight white cotton midi dress featuring vibrant floral prints, a collared neckline, and three-quarter sleeves, perfect for casual outings."
4130647160085_010_b14.webp,casual,white,floral and geometric print,cotton,$100 ,female,casual,dress,Mediterranean Print Shift Dress,"A sleeveless white shift dress featuring colorful floral and geometric prints, perfect for casual summer outings."
4145264840012_030_b.webp,casual,white,abstract,cotton,$100 ,female,casual,dress,Abstract Breeze Maxi Dress,"A flowing maxi dress featuring a vibrant abstract pattern in green, red, blue, and white. Made of lightweight cotton, it offers breathability and comfort, perfect for casual beach or daytime outings."
4130647160152_032_b.webp,casual,green,striped,cotton,$100 ,female,casual,shirt dress,Green Stripe Shirt Dress,"A casual green and white vertically striped cotton shirt dress with button-down front and long sleeves, ideal for relaxed daytime outings."
4149238220081_098_b.webp,casual,green,solid,cotton,$100 ,female,casual,dress,Olive Square Neck Dress,"A simple olive green casual dress with a square neckline and elbow-length sleeves, made from soft cotton fabric, perfect for everyday wear."
4130972460040_001_b.webp,casual,black,solid,cotton,$100 ,female,casual,dress,Zip Front Smocked Waist Dress,"A sleeveless black casual dress featuring a zipper front, smocked waist for a fitted silhouette, and a relaxed skirt for comfort and style."
26775453_fpx.tif.webp,business casual,black,solid with lace detail,cotton with lace,$70 ,female,"casual, business",shirt,Elegant Lace Sleeve Top,"A black cotton shirt featuring delicate lace puff sleeves, perfect for a polished yet comfortable business casual look."
68837699_001_b.webp,casual,black,solid,cotton,$50 ,female,casual,dress,Ruffled Edge Sleeveless Dress,"A black sleeveless casual dress featuring ruffled edges on the shoulders and hem, made from comfortable cotton fabric, perfect for everyday wear or relaxed outings."
31393068_fpx.tif.webp,business casual,pink,solid,cotton,$100 ,female,"casual, business",collared shirt,Classic Pink Button-Up,"A soft pink cotton collared shirt with a tailored fit, perfect for both casual and business casual occasions."
4149346380068_018_b.webp,casual,black,solid,cotton,$70 ,female,casual,pants,Relaxed Drawstring Cargo Pants,"These wide-leg black pants feature an elastic drawstring waist and gathered hems, offering a relaxed and comfortable fit perfect for casual outings."
4144529130315_011_b.webp,athleisure,white,solid,fleece,$150 ,female,casual,jacket,Cozy Sherpa Zip-Up,"A comfortable white fleece jacket with a zip-up front, featuring a high collar, zippered chest pocket, and ribbed hand pockets. Perfect for casual, chilly days."
83543363_011_b.webp,athleisure,white,solid,cotton,$100 ,female,casual,jacket,Coastal Breeze Zip-Up Jacket,"A lightweight, white zip-up jacket with a relaxed fit, perfect for casual outdoor activities or layering during mild weather."
4149238220089_001_b.webp,casual,black,solid,cotton,$100 ,female,casual,dress,Urban Ease Dress,"A comfortable and stylish black cotton dress with a scoop neckline and short sleeves, perfect for casual outings or everyday wear."
4149090620243_049_b.webp,casual,blue,striped,cotton,$50 ,female,casual,shorts and button-up shirt set,Striped Summer Lounge Set,"A comfortable and breezy two-piece set featuring a cropped button-up shirt with white collar and cuffs paired with elastic waist shorts tied with a black ribbon, perfect for casual summer wear."
4130370060228_270_b.webp,casual,yellow,floral,cotton,$100 ,female,casual,dress,Sunlit Floral Cotton Dress,"A short, flowy yellow cotton dress with a floral pattern and a relaxed fit, perfect for casual outings and warm weather."
78591500_062_c.webp,athleisure,pink,solid,polyester,$100 ,female,casual,activewear set,Pink Power Active Set,"A vibrant pink activewear set consisting of a crop tank top with wide straps and high-waisted full-length leggings, perfect for workouts and casual outings."
4149021370010_211_b.webp,casual,white,striped,cotton,$150 ,female,casual,knit set,Cozy Striped Knit Lounge Set,"A comfortable and stylish three-piece knit set featuring a cropped tank top, drawstring pants, and a matching long cardigan, all adorned with pastel striped accents, perfect for relaxed casual wear."
app001prod5.webp,casual,blue,solid,cotton,$50 ,female,casual,shorts,Classic Blue Cotton Shorts,"A pair of solid blue casual shorts made from breathable cotton with a comfortable elastic waistband, perfect for everyday wear in warm weather."
2de28fbb06ba6cd5840adfee955f55361e2735d4_lg-1.jpg,business casual,purple,solid,linen,$100 ,female,"casual, business",shirt,Purple Linen Relaxed Shirt,"A relaxed-fit, long-sleeve button-up shirt made from breathable linen fabric in a deep purple hue, suitable for casual and business casual settings."
0e3a17ff4d4b32fe2c804f179185b89a4cbf7f72_lg-1.jpg,casual,blue,solid,cotton,$100 ,female,casual,dress,Navy Summer Midi Dress,"A sleeveless navy blue midi dress with a relaxed fit featuring a square neckline and gathered pleats at the chest, perfect for casual summer outings."
6a0178f242ef6c643bd6b517c6c41daf1c9d8748_lg-1.jpg,business casual,beige,solid,cotton,$200 ,female,business,coat,Modern Beige Double-Breasted Coat,"A sleek, double-breasted beige coat with a minimalist collar and a relaxed fit, perfect for a polished business casual look."
d1e4c6ee838fad77dd5bf4e368ede7b04307a02d_lg-1.jpg,casual,blue,striped,cotton,$100 ,female,casual,shirt,Skyline Striped Shirt,"A light blue cotton shirt with white vertical stripes, featuring a relaxed fit and short sleeves for a casual, comfortable style."
834754_019670.webp,formal,green,solid,polyester,$150 ,female,wedding,dress,Elegant Green Wrap Dress,"A sophisticated sleeveless midi dress featuring a wrap design and a self-tie belt, perfect for formal occasions such as weddings."
23ab0e50b5914b66ca894dc2e96a9ca671262327_lg-1.jpg,business casual,red,solid,linen,$120 ,female,"casual, business",shirt,Classic Linen Button-Up,"A relaxed fit, deep red linen button-up shirt with three-quarter sleeves, perfect for both casual and business casual occasions."
843106_019659.webp,casual,brown,solid,cotton,$100 ,female,casual,sweater,Waffle Knit Pullover,"A relaxed fit waffle knit pullover sweater in a soft beige tone with a boat neckline and slightly cropped sleeves, perfect for casual everyday wear."
850593_1352.webp,business casual,blue,solid,linen,$100 ,female,"casual, business",blouse,Skyline Linen Blouse,"A light blue linen blouse featuring a V-neck with drawstring ties and slightly puffed short sleeves, perfect for a polished yet relaxed business casual look."
1326cd86b62ae0b18eaa8c8847bed6cb5336dd7d_lg-1.jpg,business casual,brown,solid,linen,$100 ,female,"casual, business",shirt,Linen Relaxed Button-Up,"A relaxed fit brown linen button-up shirt featuring a classic collar and long sleeves, ideal for casual or business casual wear."
631ed1ef12519f8b91711716bc4cb7361ce027a2_lg-1.jpg,casual,white,solid,cotton,$50 ,female,casual,tank top,Lace Hem Spaghetti Strap Tank,"A white casual tank top featuring double spaghetti straps and a delicate lace scalloped hem, perfect for warm weather and relaxed outings."
app001prod.webp,business casual,brown,solid,cotton,$150 ,unisex,"casual, business",jacket,Modern Utility Jacket,"A sleek, minimalist brown cotton jacket with a classic collar and two large front pockets, perfect for layering in business casual or casual settings."
df0249d9a677b603206ce21e9c34d964c0c3f52e_lg-1.jpg,casual,black,geometric,silk,$150 ,female,casual,top,Geometric Silk Blouse,"A loose-fitting silk blouse with a geometric black and white pattern, featuring a v-neck and long sleeves with solid black trim on the cuffs and hem."
09afac9d7b9a23b2e925998d20434d401be1cb14_lg-1.jpg,casual,white,solid,cotton,$150 ,female,casual,dress,Elegant White Midi Dress,"A lightweight white midi dress made from cotton featuring subtle vertical pintuck details, a mandarin collar, and three-quarter sleeves, ideal for comfortable everyday wear."
856692_018895.webp,casual,white,striped,cotton,$50 ,female,casual,tank top,Striped Ribbed Tank,"A sleeveless ribbed cotton tank top with horizontal muted red stripes, perfect for casual outings and warm weather."
831343_019659.webp,business casual,beige,solid,cotton,$60 ,female,"casual, business",top,Button-Front Ribbed Tank,"A sleeveless beige ribbed tank top with a vertical row of buttons down the center, made from soft cotton fabric, ideal for business casual or everyday wear."
d36dbbe38219cd9db024d25c9da2cbe059f15e55_lg-1.jpg,casual,brown,solid,cotton,$100 ,female,casual,shirt,Relaxed Button Collar Shirt,"A relaxed-fit brown cotton shirt with a buttoned collar and long sleeves, perfect for casual everyday wear."
app001prod4.webp,casual,blue,striped,cotton,$50 ,unisex,casual,shirt,Blue Striped Classic Tee,"A relaxed fit, blue and white striped cotton t-shirt with short sleeves and a crew neck, perfect for everyday casual wear."
4ff5aceef27c7661cad13bd8288cf1b020a88fee_lg-1.jpg,business casual,brown,solid,cotton,$200 ,female,"casual, business",coat,Classic Trench Coat,"A loose-fitting beige trench coat with wide lapels, button detailing, and side pockets. Perfect for casual and business casual occasions, made from comfortable cotton fabric."
b75850abc502ace41ca0e624f2ab0719c42c5b61_lg-1.jpg,business casual,blue,solid,linen,$100 ,female,"casual, business",shirt,Classic Blue Linen Shirt,"A light blue long-sleeve button-up linen shirt, perfect for casual and business casual settings, paired with a white inner top."
857322_1352.webp,casual,blue,solid,cotton,$100 ,female,casual,dress,Sky Breeze Dress,"A light blue, solid-colored casual dress featuring thin straps and a fitted bodice with a flared skirt, perfect for warm weather outings."
app001prod7.webp,business casual,black,solid,cotton,$150 ,female,business,pants,Classic Wide-Leg Trousers,"High-waisted black wide-leg trousers made from soft cotton, designed for a polished business casual look."
850932_9829.webp,business casual,blue,solid,polyester,$100 ,female,business,dress,Teal Belted Fit and Flare Dress,"A sleek teal fit and flare dress with short sleeves and a matching belt that accentuates the waist, perfect for a polished business casual look."
89b3f7b9b74a8296752473d118872ba4da98e8a1_lg-1.jpg,casual,red,solid,cotton,$100 ,female,casual,dress,Belted Casual Midi Dress,"A comfortable red midi dress made from soft cotton fabric featuring a round neckline, short sleeves, and a slim belt with a small pouch, perfect for casual outings."
71efc5611019e2b8de5861cd878df36871125cee_lg-1.jpg,casual,red,solid,cotton,$50 ,female,casual,tank top,Classic Ribbed Tank,"A fitted, ribbed sleeveless tank top in a deep red color, made of soft cotton fabric, perfect for casual everyday wear."
925494a273ee2f1eb06909d18dea59fa9b66910f_lg-1.jpg,business casual,white,solid,knitted cotton,$100 ,female,casual,sleeveless cardigan,Ivory Ribbed Sleeveless Cardigan,"A chic ivory sleeveless cardigan with a ribbed texture and button-down front, perfect for layering in business casual or relaxed settings."
839601_1664.webp,business casual,green,solid,cotton,$100 ,female,casual,shorts,Classic Green Bermuda Shorts,"These tailored green Bermuda shorts are made from cotton fabric, perfect for a polished yet relaxed casual look."
857243_9487.webp,business casual,white,floral,polyester,$100 ,female,business,shirt,Elegant Floral Ruffle Blouse,"A white floral patterned blouse featuring a ruffled front and long puffed sleeves with smocked cuffs, designed for a polished business casual look."
d8502e1c36ab5ad9f61331dbaca25bea9b7ef8e3_lg-1.jpg,casual,red,striped,cotton,$50 ,female,casual,shirt,Classic Red Stripe Long-Sleeve,"A casual women's long-sleeve shirt featuring narrow red stripes on a white background, made of soft cotton fabric, perfect for everyday wear."
504680ed1488ed0eff8f17005b72bc3dc9c868f1_lg-1.jpg,business casual,white,striped,cotton,$100 ,female,casual,shirt,Classic Striped Button-Down Shirt,"A relaxed fit white button-down shirt featuring subtle vertical black stripes, made from breathable cotton fabric, perfect for casual business or everyday wear."
710ad10829a7c40b19630f600bd08afd302263ca_lg-1.jpg,business casual,green,striped,cotton,$100 ,female,casual,shirt,Emerald Stripe Overshirt,"A vibrant green oversized button-up shirt with white vertical stripes, made from soft cotton fabric. Features a wide collar and long sleeves with buttoned cuffs, perfect for a relaxed business casual look."
831346_520174.webp,casual,brown,floral,cotton,$100 ,female,casual,dress,Floral Wrap Dress,"A casual brown floral wrap dress with 3/4 sleeves and a slightly flared skirt, perfect for warm weather and casual outings."
app001prod3.webp,athleisure,gray,solid,cotton,$50 ,unisex,casual,shorts,Comfort Fit Lounge Shorts,"Light gray elastic waist shorts made from soft cotton fabric with a drawstring for an adjustable fit, perfect for casual and athleisure wear."
8aa8c6a08fef96691a02120d382f6873ac831614_lg-1.jpg,casual,green,solid,linen,$100 ,female,casual,shirt,Relaxed Linen Shirt,"A comfortable and breathable olive green linen shirt with a relaxed fit, featuring long sleeves and button-down front, perfect for casual wear."
826634_2222.webp,formal,black,solid,silk,$200 ,female,"business, formal",dress,Elegant Silk Midi Dress,"A sleeveless black silk midi dress with a gathered neckline and a relaxed waist, perfect for formal and business occasions."
93729596a4eb0944a2ed002ae531d0529fb23e6a_lg-1.jpg,casual,white,geometric,cotton,$150 ,female,casual,set,Geometric Lounge Set,"A relaxed two-piece set featuring a loose jacket and matching shorts with a stylish geometric pattern and contrasting stripe details at the edges, made from lightweight cotton fabric."
846366_1025.webp,business casual,green,solid,polyester,$150 ,female,business,dress,Emerald Belted Sheath Dress,"A sleek, sleeveless green sheath dress with a belted waist and decorative front pockets, ideal for business casual settings."
ab80d26d3be532e559d87254c758f907161e1c0e_lg-1.jpg,business casual,white,solid,cotton,$100 ,female,casual,shirt,Classic Sheer Cotton Shirt,"A lightweight, sheer white cotton shirt featuring a relaxed fit with rolled-up sleeves and a button-down front, perfect for a casual yet polished look."
856713_3277.webp,formal,brown,solid,knitted fabric,$200 ,female,"evening, cocktail",dress,Elegant Knit Midi Dress,"A sleeveless, form-fitting midi dress made from a soft knitted fabric in a warm brown tone, perfect for formal and cocktail events."
4a5e45c45f1bd6799d0b2379d49e95a451941221_lg-1.jpg,business casual,white,striped,cotton,$150 ,female,business,dress,Elegant Stripe Wrap Dress,"A long-sleeve, wrap-style midi dress with black vertical stripes on a white cotton fabric, featuring a collar and a sophisticated yet casual silhouette suitable for business events."
5adea9d47050194771091c7168c3d15bfae37d93_lg-1.jpg,casual,red,checkered,cotton,$70 ,female,casual,top,Gingham Peplum Top,"A sleeveless peplum top featuring a classic red and white gingham pattern. Made from lightweight cotton, ideal for casual outings and warm weather."
d5facacf49cc96d74a8fb6abaea9b3f657f28653_lg-1.jpg,business casual,black,solid,cotton,$150 ,female,casual,dress,Elegant Pleated Midi Dress,"A black midi dress featuring delicate pleating at the bodice, short cap sleeves, and a flattering A-line skirt. Made from comfortable cotton fabric, perfect for casual or semi-formal occasions."
afe1f5a04ad2cdb1220e77dd8450c7a66715b2cd_lg-1.jpg,casual,blue,solid,cotton,$100 ,female,casual,shirt,Light Blue Sheer Shirt,"A light blue, sheer cotton shirt with a relaxed fit, featuring a classic collar and button-up front. Perfect for layering casually over swimwear or a simple top."
850964_019549.webp,formal,beige,solid,polyester,$100 ,female,"evening, formal",top,Elegant One-Shoulder Top,"A sleek and elegant beige one-shoulder top featuring a soft draped neckline, perfect for formal events or evening outings."
851d838cabe8a964b33acc27467c0f3673255bf6_lg-1.jpg,business casual,pink,solid,cotton,$100 ,female,casual,shirt,Blush Balloon Sleeve Shirt,"A soft pink cotton shirt featuring voluminous balloon sleeves with gathered cuffs and a relaxed fit, perfect for casual business settings or everyday wear."
846441_523595.webp,business casual,white,abstract,cotton blend,$80 ,female,casual,shirt,Sky Breeze Blouse,"A lightweight white blouse with soft blue abstract patterns, featuring delicate lace trims on the sleeves and shoulders, perfect for a relaxed yet polished look."
1cc4a4efaef47d3240b0d328dc08feabaad8b7f3_lg-1.jpg,business casual,white,solid,linen,$150 ,female,casual,top,Linen Wrap Tank,"A sleeveless, light beige linen wrap tank top with a belt tie at the waist, perfect for casual or business casual occasions."
852788_2222.webp,casual,black,solid,polyester,$70 ,female,casual,blouse,Off-Shoulder Black Blouse,A sleek black off-shoulder blouse featuring long puffed sleeves with elastic cuffs and an elasticized neckline for a comfortable yet stylish fit.
96e2fd0c67edc994811232bc27dc527f3791d3c1_lg-1.jpg,casual,white,striped,cotton,$100 ,female,casual,hooded top,Nautical Stripe Hooded Top,"A relaxed fit, short sleeve hooded top featuring vertical navy blue and white stripes, made from soft cotton fabric perfect for casual wear."
850813_019665.webp,casual,green,embroidered floral,cotton,$60 ,female,casual,top,Olive Puff Sleeve Embroidered Top,"An olive green cotton top featuring puff sleeves and exquisite floral embroidery, with a flattering V-neck and gathered detail at the chest."
837812_9000.webp,business casual,white,solid,cotton,$100 ,female,"business, casual",collared shirt,Elegant Waist-Defined Blouse,"A white cotton blouse featuring a V-neck collar, cinched waist detailing, and 3/4 length sleeves, perfect for business casual or smart everyday wear."
6b8dde04484e240c2d72b684227967a2dad33b2b_lg-1.jpg,business casual,black,solid,linen,$100 ,female,"business, casual",top,Elegant Wrap Linen Top,"A sleeveless black wrap top made from breathable linen with a soft tie belt at the waist, perfect for business casual and everyday wear."
app001prod8.webp,business casual,green,solid,linen,$100 ,female,"casual, business",shorts,Sophisticated Linen Shorts,"A pair of tailored green linen shorts featuring a tie waist, perfect for casual or business casual settings."
f1dd96c973662d0bf34833b16a3ff26595f95c8f_lg-1.jpg,business casual,brown,solid,cotton,$150 ,female,casual,dress,Classic Shirt Dress,"A long, button-down shirt dress in a warm beige tone, made from breathable cotton fabric. Features a relaxed fit with a classic collar and long sleeves, perfect for a chic, casual look."
843056_520347.webp,business casual,black,abstract,polyester,$100 ,female,business,top,Abstract Wrap Top,"A sleeveless black and white abstract patterned top featuring a side tie detail that adds a stylish, modern twist. Made from lightweight polyester, perfect for a business casual setting."
f7527b84fd2ba99b5dfe5e7b5365077de95d25bd_lg-1.jpg,casual,pink,solid,cotton,$100 ,female,casual,dress,Blush Balloon Sleeve Dress,"A loose-fitting pink cotton dress with a gathered neckline and balloon sleeves, offering a comfortable and stylish casual look."
8aa1692b7a5fe9730b449e0d7e1f91bb4d16fe58_lg-1.jpg,casual,blue,solid,cotton,$150 ,female,casual,dress,Sky Blue Maxi Dress,"A sleeveless, flowy maxi dress in a solid sky blue cotton fabric featuring a relaxed fit and scoop neckline, perfect for casual outings."
846079_520982_MKTG1.webp,casual,green,floral,polyester,$70 ,female,casual,shirt,Tropical Breeze Sleeveless Top,"A sleeveless blouse with a relaxed fit featuring a vibrant green floral pattern on a light blue and white background, made from lightweight polyester perfect for casual summer outings."
25c6a9b513ad2bb35a6d4e65cf25a436b7fe870c_lg-1.jpg,casual,blue,solid,denim,$100 ,female,casual,jacket,Denim Tie Closure Jacket,"A casual blue denim jacket featuring a tie closure at the front and two large front pockets, perfect for relaxed everyday wear."
fdab1cdef56f8abb4f4edae0bda96c10be385c1b_lg-1.jpg,casual,green,solid,cotton,$100 ,female,casual,dress,Summer Flow Dress,"A sleeveless, green casual dress made of cotton with a flowy silhouette and scoop neckline, ideal for warm weather and casual outings."
857391_019582.webp,business casual,brown,solid,cotton,$100 ,female,business,pants,Classic Wide-Leg Cotton Trousers,"A pair of high-waisted, wide-leg cotton trousers in a warm brown tone, featuring clean lines and side pockets, perfect for a polished business casual look."
0e2dffefcfe4441af22558948fc381ac15190fbb_lg-1.jpg,casual,green,solid,linen,$70 ,female,casual,shirt,Linen Relaxed Shirt,"A vibrant green, short-sleeved loose fit linen shirt with a classic collar and button front, perfect for casual outings."
app001prod6.webp,casual,white,solid,cotton,$100 ,male,casual,shirt,Minimalist Cotton Shirt,"A relaxed-fit short sleeve shirt in a soft white cotton fabric, featuring a classic collar and button-down front with two chest pockets."
